"sp_1";"site_1";"sp_2";"site_2";"interaction_type";"apparent_interaction_value"
"Cynodon dactylon04";"Carlton Gardens South";"Angophora costata";"Garrard Street Reserve";"Herbivory";5,48365593809577
"Cynodon dactylon04";"Carlton Gardens South";"Argyranthemum sp.";"Carlton Gardens South";"Herbivory";79,5
"Cynodon dactylon04";"Carlton Gardens South";"Argyranthemum sp.";"Fitzroy-Treasury Gardens";"Herbivory";173,704695899219
"Cynodon dactylon04";"Carlton Gardens South";"Artemisia arborescens";"Fitzroy-Treasury Gardens";"Herbivory";223,534193114276
"Cynodon dactylon04";"Carlton Gardens South";"Artemisia arborescens";"State Library of Victoria";"Herbivory";45,1206818436694
"Cynodon dactylon04";"Carlton Gardens South";"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Herbivory";173,704695899219
"Cynodon dactylon04";"Carlton Gardens South";"Aucuba japonica";"Carlton Gardens South";"Herbivory";128
"Cynodon dactylon04";"Carlton Gardens South";"Aucuba japonica";"Fitzroy-Treasury Gardens";"Herbivory";74,5113977047587
"Cynodon dactylon04";"Carlton Gardens South";"Avena barbata";"Royal Park";"Herbivory";116,708229225076
"Cynodon dactylon04";"Carlton Gardens South";"Bursaria spinosa";"Royal Park";"Herbivory";57,6616709655714
"Cynodon dactylon04";"Carlton Gardens South";"Bursaria spinosa";"Westgate Park";"Herbivory";5,56915195693619
"Cynodon dactylon04";"Carlton Gardens South";"Buxus sp.";"Argyle Square";"Herbivory";60,7400919591791
"Cynodon dactylon04";"Carlton Gardens South";"Buxus sp.";"Princes Park";"Herbivory";59,8356308175395
"Cynodon dactylon04";"Carlton Gardens South";"Calodendrum capense ";"Royal Park";"Herbivory";233,416458450151
"Cynodon dactylon04";"Carlton Gardens South";"Camellia sp.";"Fitzroy-Treasury Gardens";"Herbivory";310,153692946058
"Cynodon dactylon04";"Carlton Gardens South";"Canna generalis";"Carlton Gardens South";"Herbivory";117
"Cynodon dactylon04";"Carlton Gardens South";"Canna generalis";"Fitzroy-Treasury Gardens";"Herbivory";223,534193114276
"Cynodon dactylon04";"Carlton Gardens South";"Canna indica";"Carlton Gardens South";"Herbivory";154,5
"Cynodon dactylon04";"Carlton Gardens South";"Carex flagellifera";"Fitzroy-Treasury Gardens";"Herbivory";99,19329819446
"Cynodon dactylon04";"Carlton Gardens South";"Cassinia arcuata";"Royal Park";"Herbivory";46,6832916900303
"Cynodon dactylon04";"Carlton Gardens South";"Celtis australis";"State Library of Victoria";"Herbivory";13,3952024223394
"Cynodon dactylon04";"Carlton Gardens South";"Cercis canadensis";"Fitzroy-Treasury Gardens";"Herbivory";223,534193114276
"Cynodon dactylon04";"Carlton Gardens South";"Chlorophytum comosum";"Fitzroy-Treasury Gardens";"Herbivory";421,920789503196
"Cynodon dactylon04";"Carlton Gardens South";"Cistus sp.";"Women's Peace Gardens";"Herbivory";10,8366692833913
"Cynodon dactylon04";"Carlton Gardens South";"Clivia miniata";"Fitzroy-Treasury Gardens";"Herbivory";114,188716982543
"Cynodon dactylon04";"Carlton Gardens South";"Correa glabra";"Royal Park";"Herbivory";116,708229225076
"Cynodon dactylon04";"Carlton Gardens South";"Correa glabra";"Westgate Park";"Herbivory";10,8289065829315
"Cynodon dactylon04";"Carlton Gardens South";"Correa reflexa";"Royal Park";"Herbivory";211,887755971739
"Cynodon dactylon04";"Carlton Gardens South";"Corymbia maculata";"Royal Park";"Herbivory";153,533641359202
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon01";"Argyle Square";"Herbivory";73,7558259504318
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon02";"Argyle Square";"Herbivory";15,9081193226421
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon04";"Carlton Gardens South";"Herbivory";129
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon05";"Carlton Gardens South";"Herbivory";196,5
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon06";"Carlton Gardens South";"Herbivory";37,5
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon07";"Fitzroy-Treasury Gardens";"Herbivory";278,719197039363
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon08";"Fitzroy-Treasury Gardens";"Herbivory";66,1288654629734
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon09";"Fitzroy-Treasury Gardens";"Herbivory";99,19329819446
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon10";"Fitzroy-Treasury Gardens";"Herbivory";289,663058577249
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon11";"Fitzroy-Treasury Gardens";"Herbivory";210,960394751598
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon12";"Gardiner Reserve";"Herbivory";7,99187170573063
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon13";"Garrard Street Reserve";"Herbivory";2,05637097678591
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon14";"Lincoln Square";"Herbivory";33,3722462711674
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon15";"Lincoln Square";"Herbivory";38,934287316362
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon16";"Murchinson Square";"Herbivory";12,1090934918321
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon17";"Pleasance Gardens";"Herbivory";11,8170658293148
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon18";"Princes Park";"Herbivory";124,274002467197
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon20";"Princes Park";"Herbivory";124,274002467197
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon21";"Princes Park";"Herbivory";124,274002467197
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon22";"Princes Park";"Herbivory";96,6575574744869
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon23";"Princes Park";"Herbivory";55,2328899854211
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon24";"Royal Park";"Herbivory";49,8559425815857
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon25";"Royal Park";"Herbivory";281,006221823483
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon26";"Royal Park";"Herbivory";47,5897633733318
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon27";"Royal Park";"Herbivory";18,1294336660312
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon28";"Royal Park";"Herbivory";233,416458450151
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon29";"Royal Park";"Herbivory";233,416458450151
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon30";"Royal Park";"Herbivory";47,5897633733318
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon31";"Royal Park";"Herbivory";328,595985196815
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon32";"Royal Park";"Herbivory";31,7265089155546
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon33";"State Library of Victoria";"Herbivory";12,690191768532
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon34";"University Square";"Herbivory";21,2623258943591
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon35";"University Square";"Herbivory";3,32223842099361
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon36";"Westgate Park";"Herbivory";13,9228798923405
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon37";"Westgate Park";"Herbivory";1,5469866547045
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon38";"Westgate Park";"Herbivory";27,8457597846809
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon40";"Women's Peace Gardens";"Herbivory";30,7989548054278
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon41";"Women's Peace Gardens";"Herbivory";15,3994774027139
"Cynodon dactylon04";"Carlton Gardens South";"Dianella sp.";"Princes Park";"Herbivory";55,2328899854211
"Cynodon dactylon04";"Carlton Gardens South";"Dianella sp.";"Westgate Park";"Herbivory";27,8457597846809
"Cynodon dactylon04";"Carlton Gardens South";"Dichanthium sericeum";"Royal Park";"Herbivory";233,416458450151
"Cynodon dactylon04";"Carlton Gardens South";"Dietes sp.";"State Library of Victoria";"Herbivory";43,2406534335165
"Cynodon dactylon04";"Carlton Gardens South";"Dietes sp.";"Women's Peace Gardens";"Herbivory";16,3500624275728
"Cynodon dactylon04";"Carlton Gardens South";"Dillwynia sp.";"Royal Park";"Herbivory";328,595985196815
"Cynodon dactylon04";"Carlton Gardens South";"Duma florulenta";"Westgate Park";"Herbivory";29,3927464393854
"Cynodon dactylon04";"Carlton Gardens South";"Echium candicans";"Carlton Gardens South";"Herbivory";39,75
"Cynodon dactylon04";"Carlton Gardens South";"Echium candicans";"State Library of Victoria";"Herbivory";53,5808096893574
"Cynodon dactylon04";"Carlton Gardens South";"Enchylaena tomentosa";"Princes Park";"Herbivory";50,6301491533027
"Cynodon dactylon04";"Carlton Gardens South";"Erythrina herbacea";"Fitzroy-Treasury Gardens";"Herbivory";111,767096557138
"Cynodon dactylon04";"Carlton Gardens South";"Eucalyptus camaldulensis";"Royal Park";"Herbivory";77,8054861500505
"Cynodon dactylon04";"Carlton Gardens South";"Eucalyptus sideroxylon";"Princes Park";"Herbivory";48,3287787372435
"Cynodon dactylon04";"Carlton Gardens South";"Eucalyptus tricarpa";"Westgate Park";"Herbivory";13,9228798923405
"Cynodon dactylon04";"Carlton Gardens South";"Euphorbia characias";"State Library of Victoria";"Herbivory";26,7904048446787
"Cynodon dactylon04";"Carlton Gardens South";"Ficus macrophylla";"Carlton Gardens South";"Herbivory";234
"Cynodon dactylon04";"Carlton Gardens South";"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Herbivory";272,897994093679
"Cynodon dactylon04";"Carlton Gardens South";"Ficus macrophylla";"Lincoln Square";"Herbivory";30,5912257485701
"Cynodon dactylon04";"Carlton Gardens South";"Ficus macrophylla";"Princes Park";"Herbivory";87,4520758102501
"Cynodon dactylon04";"Carlton Gardens South";"Ficus macrophylla";"Royal Park";"Herbivory";116,708229225076
"Cynodon dactylon04";"Carlton Gardens South";"Fraxinus angustifolia";"Princes Park";"Herbivory";96,6575574744869
"Cynodon dactylon04";"Carlton Gardens South";"Goodenia ovata";"Royal Park";"Herbivory";164,297992598408
"Cynodon dactylon04";"Carlton Gardens South";"Goodenia ovata";"Westgate Park";"Herbivory";5,56915195693619
"Cynodon dactylon04";"Carlton Gardens South";"Hakea sp.";"Royal Park";"Herbivory";233,416458450151
"Cynodon dactylon04";"Carlton Gardens South";"Hakea sp.";"Westgate Park";"Herbivory";9,28191992822698
"Cynodon dactylon04";"Carlton Gardens South";"Hedychium sp";"Fitzroy-Treasury Gardens";"Herbivory";289,663058577249
"Cynodon dactylon04";"Carlton Gardens South";"Helleborus sp.";"Fitzroy-Treasury Gardens";"Herbivory";88,9479810100557
"Cynodon dactylon04";"Carlton Gardens South";"Hydrangea sp.";"Fitzroy-Treasury Gardens";"Herbivory";143,900136817315
"Cynodon dactylon04";"Carlton Gardens South";"Iris albicans";"Carlton Gardens South";"Herbivory";117
"Cynodon dactylon04";"Carlton Gardens South";"Kniphofia sp.";"Carlton Gardens South";"Herbivory";154,5
"Cynodon dactylon04";"Carlton Gardens South";"Kunzea leptospermoides";"Royal Park";"Herbivory";116,708229225076
"Cynodon dactylon04";"Carlton Gardens South";"Kunzea leptospermoides";"Westgate Park";"Herbivory";13,9228798923405
"Cynodon dactylon04";"Carlton Gardens South";"Lavandula sp.";"Argyle Square";"Herbivory";44,831972636537
"Cynodon dactylon04";"Carlton Gardens South";"Lavandula sp.";"Carlton Gardens South";"Herbivory";53
"Cynodon dactylon04";"Carlton Gardens South";"Lavandula sp.";"Women's Peace Gardens";"Herbivory";21,6733385667826
"Cynodon dactylon04";"Carlton Gardens South";"Lomandra longifolia";"Princes Park";"Herbivory";50,6301491533027
"Cynodon dactylon04";"Carlton Gardens South";"Lomandra longifolia";"Royal Park";"Herbivory";211,887755971739
"Cynodon dactylon04";"Carlton Gardens South";"Lomandra longifolia";"Westgate Park";"Herbivory";13,9228798923405
"Cynodon dactylon04";"Carlton Gardens South";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Herbivory";99,19329819446
"Cynodon dactylon04";"Carlton Gardens South";"Lophostemon confertus";"Princes Park";"Herbivory";32,219185824829
"Cynodon dactylon04";"Carlton Gardens South";"Melaleuca armillaris";"Royal Park";"Herbivory";95,9349198160816
"Cynodon dactylon04";"Carlton Gardens South";"Melaleuca lanceolata";"Westgate Park";"Herbivory";13,9228798923405
"Cynodon dactylon04";"Carlton Gardens South";"Melaleuca nesophila";"Westgate Park";"Herbivory";6,96143994617024
"Cynodon dactylon04";"Carlton Gardens South";"Melaleuca styphelioides";"Princes Park";"Herbivory";48,3287787372435
"Cynodon dactylon04";"Carlton Gardens South";"Melaleuca viminalis";"Royal Park";"Herbivory";46,6832916900303
"Cynodon dactylon04";"Carlton Gardens South";"Melaleuca viminalis";"Women's Peace Gardens";"Herbivory";10,8366692833913
"Cynodon dactylon04";"Carlton Gardens South";"Mentha pulegium";"Argyle Square";"Herbivory";51,0988075212142
"Cynodon dactylon04";"Carlton Gardens South";"Miscanthus sinensis";"Lincoln Square";"Herbivory";9,27006840865762
"Cynodon dactylon04";"Carlton Gardens South";"Nandina domestica";"Fitzroy-Treasury Gardens";"Herbivory";44,6757922071449
"Cynodon dactylon04";"Carlton Gardens South";"Nerium oleander";"Fitzroy-Treasury Gardens";"Herbivory";310,153692946058
"Cynodon dactylon04";"Carlton Gardens South";"Nerium oleander";"Princes Park";"Herbivory";51,7808343613323
"Cynodon dactylon04";"Carlton Gardens South";"Olea europaea";"Women's Peace Gardens";"Herbivory";23,9547426264439
"Cynodon dactylon04";"Carlton Gardens South";"Ozothamnus ferrugineus";"Royal Park";"Herbivory";58,3541146125378
"Cynodon dactylon04";"Carlton Gardens South";"Pittosporum sp.";"Fitzroy-Treasury Gardens";"Herbivory";140,640263167732
"Cynodon dactylon04";"Carlton Gardens South";"Platanus acerifolia";"Carlton Gardens South";"Herbivory";79,5
"Cynodon dactylon04";"Carlton Gardens South";"Platanus acerifolia";"Fitzroy-Treasury Gardens";"Herbivory";111,767096557138
"Cynodon dactylon04";"Carlton Gardens South";"Platanus acerifolia";"Gardiner Reserve";"Herbivory";2,99695188964898
"Cynodon dactylon04";"Carlton Gardens South";"Plectranthus argentatus";"Argyle Square";"Herbivory";57,8477066277896
"Cynodon dactylon04";"Carlton Gardens South";"Plectranthus argentatus";"Carlton Gardens South";"Herbivory";159
"Cynodon dactylon04";"Carlton Gardens South";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Herbivory";173,704695899219
"Cynodon dactylon04";"Carlton Gardens South";"Poa labillardierei";"Princes Park";"Herbivory";29,15069193675
"Cynodon dactylon04";"Carlton Gardens South";"Poa labillardierei";"Royal Park";"Herbivory";172,985012896714
"Cynodon dactylon04";"Carlton Gardens South";"Poa labillardierei";"Westgate Park";"Herbivory";3,97796568352585
"Cynodon dactylon04";"Carlton Gardens South";"Pyrus calleryana";"Argyle Square";"Herbivory";57,8477066277896
"Cynodon dactylon04";"Carlton Gardens South";"Quercus bicolor";"Fitzroy-Treasury Gardens";"Herbivory";310,153692946058
"Cynodon dactylon04";"Carlton Gardens South";"Quercus robur";"Carlton Gardens South";"Herbivory";128
"Cynodon dactylon04";"Carlton Gardens South";"Rhagodia parabolica";"Princes Park";"Herbivory";87,4520758102501
"Cynodon dactylon04";"Carlton Gardens South";"Rhagodia parabolica";"Royal Park";"Herbivory";47,0987578782102
"Cynodon dactylon04";"Carlton Gardens South";"Rosmarinus officinalis";"Argyle Square";"Herbivory";30,3700459795895
"Cynodon dactylon04";"Carlton Gardens South";"Rosmarinus officinalis";"Women's Peace Gardens";"Herbivory";13,4602839520018
"Cynodon dactylon04";"Carlton Gardens South";"Rytidosperma sp.";"Royal Park";"Herbivory";78,4098006055848
"Cynodon dactylon04";"Carlton Gardens South";"Rytidosperma sp.";"Westgate Park";"Herbivory";7,9927643826399
"Cynodon dactylon04";"Carlton Gardens South";"Salvia leucantha";"Argyle Square";"Herbivory";51,0988075212142
"Cynodon dactylon04";"Carlton Gardens South";"Salvia leucantha";"Carlton Gardens South";"Herbivory";117
"Cynodon dactylon04";"Carlton Gardens South";"Santolina chamaecyparissus";"Women's Peace Gardens";"Herbivory";9,12561623864528
"Cynodon dactylon04";"Carlton Gardens South";"Schinus molle";"Canning/Neil Street Reserve";"Herbivory";2,44362005158686
"Cynodon dactylon04";"Carlton Gardens South";"Schinus molle";"Pleasance Gardens";"Herbivory";7,30077342903069
"Cynodon dactylon04";"Carlton Gardens South";"Schinus molle";"Women's Peace Gardens";"Herbivory";15,3994774027139
"Cynodon dactylon04";"Carlton Gardens South";"Stachys byzantina";"Carlton Gardens South";"Herbivory";64
"Cynodon dactylon04";"Carlton Gardens South";"Strelitzia reginae";"Carlton Gardens South";"Herbivory";53
"Cynodon dactylon04";"Carlton Gardens South";"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Herbivory";210,960394751598
"Cynodon dactylon04";"Carlton Gardens South";"Tanacetum vulgare";"Carlton Gardens South";"Herbivory";79,5
"Cynodon dactylon04";"Carlton Gardens South";"Themeda triandra";"Royal Park";"Herbivory";78,4098006055848
"Cynodon dactylon04";"Carlton Gardens South";"Themeda triandra";"Westgate Park";"Herbivory";9,28191992822698
"Cynodon dactylon04";"Carlton Gardens South";"Tilia cordata";"Lincoln Square";"Herbivory";47,2773488841539
"Cynodon dactylon04";"Carlton Gardens South";"Trachelospermum jasminoides";"Lincoln Square";"Herbivory";20,5795518672199
"Cynodon dactylon04";"Carlton Gardens South";"Trachelospermum jasminoides";"State Library of Victoria";"Herbivory";78,9611932264214
"Cynodon dactylon04";"Carlton Gardens South";"Ulmus procera";"Argyle Square";"Herbivory";19,2825688759299
"Cynodon dactylon04";"Carlton Gardens South";"Ulmus procera";"Fitzroy-Treasury Gardens";"Herbivory";140,640263167732
"Cynodon dactylon04";"Carlton Gardens South";"Ulmus procera";"Murchinson Square";"Herbivory";15,3692340473253
"Cynodon dactylon04";"Carlton Gardens South";"Ulmus procera";"Princes Park";"Herbivory";103,561668722665
"Cynodon dactylon04";"Carlton Gardens South";"Ulmus procera";"University Square";"Herbivory";3,98668610519233
"Cynodon dactylon04";"Carlton Gardens South";"Viburnum sp.";"Fitzroy-Treasury Gardens";"Herbivory";272,897994093679
"Cynodon dactylon04";"Carlton Gardens South";"Viburnum sp.";"State Library of Victoria";"Herbivory";43,2406534335165
"Cynodon dactylon04";"Carlton Gardens South";"Westringia fruticosa";"State Library of Victoria";"Herbivory";30,5504616649845
"Cynodon dactylon04";"Carlton Gardens South";"Westringia fruticosa";"Westgate Park";"Herbivory";27,8457597846809
"Cynodon dactylon05";"Carlton Gardens South";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Herbivory";681,313592762887
"Cynodon dactylon05";"Carlton Gardens South";"Acacia acinacea";"Royal Park";"Herbivory";218,384136368734
"Cynodon dactylon05";"Carlton Gardens South";"Acacia acinacea";"Westgate Park";"Herbivory";32,4867197487944
"Cynodon dactylon05";"Carlton Gardens South";"Acacia cognata";"Fitzroy-Treasury Gardens";"Herbivory";499,84729293609
